user_id,planid,event_type,label,date,claim_amount
U0335,PL1016,view,0,2024-06-24,
U0202,PL1036,click,0,2024-08-22,
U0086,PL1027,view,0,2024-08-25,
U0119,PL1034,view,0,2025-04-05,
U0144,PL1043,click,0,2025-02-07,
U0460,PL1004,view,0,2025-08-28,
U0240,PL1047,click,0,2025-09-01,
U0038,PL1029,view,0,2024-12-23,
U0053,PL1004,view,0,2025-08-15,
U0197,PL1023,view,0,2024-12-09,
U0312,PL1004,view,0,2024-05-17,
U0313,PL1017,click,0,2025-01-04,
U0150,PL1047,click,0,2024-11-15,
U0364,PL1034,view,0,2024-12-05,
U0036,PL1019,view,0,2025-03-04,
U0148,PL1021,click,0,2024-11-20,
U0021,PL1033,click,0,2025-09-12,
U0320,PL1007,view,0,2024-10-18,
U0467,PL1016,shortlist,0,2025-07-11,
U0245,PL1023,click,0,2024-10-22,
U0112,PL1057,click,0,2025-08-23,
U0027,PL1056,view,0,2024-07-05,
U0184,PL1026,view,0,2024-04-19,
U0274,PL1019,view,0,2025-03-20,
U0050,PL1060,view,0,2025-07-01,
U0392,PL1001,view,0,2025-07-18,
U0225,PL1013,view,0,2024-05-25,
U0393,PL1016,shortlist,0,2025-07-14,
U0421,PL1039,click,0,2025-09-20,
U0474,PL1047,view,0,2025-02-21,
U0459,PL1018,click,0,2025-03-31,
U0069,PL1011,view,0,2024-05-04,
U0479,PL1026,click,0,2024-08-17,
U0099,PL1025,enroll,1,2024-10-20,
U0286,PL1002,view,0,2025-02-25,
U0049,PL1045,click,0,2025-06-22,
U0317,PL1024,view,0,2025-07-06,
U0247,PL1044,view,0,2024-10-12,
U0098,PL1051,click,0,2024-07-16,
U0258,PL1030,view,0,2024-06-21,
U0243,PL1006,view,0,2024-10-23,
U0321,PL1008,view,0,2025-06-25,
U0120,PL1008,view,0,2024-09-29,
U0251,PL1020,view,0,2025-07-29,
U0147,PL1047,view,0,2024-10-18,
U0361,PL1041,view,0,2025-07-08,
U0309,PL1054,click,0,2025-09-12,
U0207,PL1011,view,0,2025-04-14,
U0472,PL1041,view,0,2024-07-24,
U0441,PL1047,view,0,2024-05-07,
U0191,PL1007,view,0,2024-05-31,
U0058,PL1009,view,0,2024-12-21,
U0403,PL1025,view,0,2025-01-06,
U0349,PL1051,view,0,2025-04-12,
U0294,PL1042,click,0,2024-06-21,
U0436,PL1055,view,0,2025-08-11,
U0327,PL1036,click,0,2025-09-22,
U0345,PL1061,view,0,2024-11-21,
U0392,PL1026,shortlist,0,2024-08-29,
U0425,PL1029,click,0,2024-12-15,
U0451,PL1012,click,0,2024-07-01,
U0145,PL1019,view,0,2024-10-23,
U0384,PL1003,click,0,2024-11-12,
U0093,PL1018,click,0,2024-09-22,
U0382,PL1007,view,0,2024-08-08,
U0455,PL1042,view,0,2025-04-10,
U0157,PL1028,view,0,2024-04-28,
U0140,PL1058,shortlist,0,2025-07-29,
U0442,PL1029,view,0,2025-05-18,
U0136,PL1020,view,0,2024-09-15,
U0239,PL1028,click,0,2025-01-13,
U0216,PL1034,view,0,2024-11-13,
U0308,PL1051,view,0,2025-04-14,
U0012,PL1038,view,0,2025-04-03,
U0222,PL1037,view,0,2024-12-21,
U0325,PL1008,view,0,2024-06-21,
U0243,PL1024,shortlist,0,2025-08-13,
U0142,PL1044,view,0,2025-02-26,
U0444,PL1027,view,0,2025-07-20,
U0001,PL1034,click,0,2024-12-06,
U0193,PL1003,view,0,2024-06-07,
U0132,PL1056,view,0,2024-05-30,
U0403,PL1059,view,0,2025-04-21,
U0272,PL1040,shortlist,0,2025-06-05,
U0457,PL1027,click,0,2025-06-15,
U0298,PL1046,view,0,2025-03-04,
U0380,PL1050,view,0,2024-07-24,
U0411,PL1061,click,0,2024-09-27,
U0263,PL1029,view,0,2025-08-12,
U0127,PL1014,view,0,2024-08-15,
U0133,PL1046,click,0,2025-01-11,
U0201,PL1051,shortlist,0,2025-04-13,
U0449,PL1017,click,0,2025-08-21,
U0383,PL1039,click,0,2024-10-29,
U0080,PL1010,view,0,2025-05-28,
U0042,PL1026,click,0,2024-12-03,
U0040,PL1052,view,0,2025-06-14,
U0187,PL1057,view,0,2024-08-24,
U0043,PL1011,click,0,2025-09-02,
U0368,PL1004,click,0,2025-07-27,
U0329,PL1025,view,0,2024-09-23,
U0191,PL1024,view,0,2025-07-31,
U0061,PL1005,shortlist,0,2025-02-17,
U0055,PL1056,shortlist,0,2025-05-30,
U0325,PL1026,view,0,2025-02-05,
U0146,PL1049,view,0,2025-07-28,
U0165,PL1001,click,0,2024-10-25,
U0449,PL1018,view,0,2024-06-01,
U0291,PL1025,click,0,2024-11-01,
U0424,PL1005,view,0,2025-03-10,
U0174,PL1022,view,0,2024-08-05,
U0194,PL1033,click,0,2024-06-08,
U0128,PL1039,view,0,2025-09-15,
U0412,PL1039,view,0,2025-08-06,
U0311,PL1019,view,0,2025-04-12,
U0493,PL1034,view,0,2025-02-02,
U0243,PL1027,view,0,2025-06-25,
U0312,PL1031,view,0,2024-08-17,
U0354,PL1014,shortlist,0,2025-09-04,
U0349,PL1043,view,0,2025-06-23,
U0307,PL1021,click,0,2025-06-03,
U0159,PL1029,shortlist,0,2025-03-08,
U0186,PL1018,view,0,2025-03-09,
U0175,PL1042,click,0,2024-10-20,
U0097,PL1047,click,0,2025-02-13,
U0078,PL1057,click,0,2024-09-24,
U0489,PL1040,click,0,2024-10-31,
U0062,PL1047,click,0,2024-04-24,
U0057,PL1060,view,0,2024-06-08,
U0459,PL1038,view,0,2025-03-25,
U0353,PL1037,shortlist,0,2024-12-24,
U0316,PL1061,view,0,2024-06-21,
U0151,PL1044,view,0,2024-12-26,
U0406,PL1019,view,0,2025-08-14,
U0185,PL1029,view,0,2025-06-19,
U0313,PL1008,view,0,2025-08-29,
U0051,PL1024,view,0,2024-08-20,
U0461,PL1003,click,0,2025-06-25,
U0049,PL1028,click,0,2025-03-13,
U0258,PL1027,click,0,2024-10-08,
U0453,PL1016,click,0,2024-04-09,
U0066,PL1018,view,0,2025-09-03,
U0011,PL1046,click,0,2024-11-29,
U0221,PL1018,view,0,2024-07-18,
U0424,PL1056,click,0,2025-07-21,
U0291,PL1041,shortlist,0,2025-03-14,
U0051,PL1053,view,0,2025-06-07,
U0481,PL1018,view,0,2024-12-16,
U0317,PL1056,view,0,2025-02-13,
U0409,PL1050,view,0,2024-11-19,
U0363,PL1041,click,0,2024-05-09,
U0426,PL1003,click,0,2024-11-02,
U0347,PL1032,view,0,2025-06-17,
U0231,PL1037,view,0,2025-03-07,
U0409,PL1061,view,0,2024-08-30,
U0453,PL1007,view,0,2025-03-26,
U0246,PL1025,view,0,2025-05-15,
U0308,PL1032,view,0,2025-09-16,
U0331,PL1053,view,0,2025-03-04,
U0043,PL1040,view,0,2024-12-02,
U0167,PL1044,click,0,2025-01-30,
U0099,PL1027,view,0,2024-07-12,
U0444,PL1038,click,0,2025-04-10,
U0496,PL1034,shortlist,0,2024-10-27,
U0442,PL1013,view,0,2025-06-08,
U0101,PL1054,view,0,2024-05-26,
U0171,PL1035,view,0,2024-08-26,
U0182,PL1018,view,0,2024-08-19,
U0048,PL1017,view,0,2024-09-28,
U0126,PL1008,view,0,2025-05-13,
U0007,PL1014,view,0,2024-06-20,
U0411,PL1002,view,0,2024-08-25,
U0088,PL1015,view,0,2025-08-06,
U0090,PL1011,view,0,2025-09-07,
U0043,PL1005,click,0,2025-02-07,
U0248,PL1036,view,0,2025-07-14,
U0085,PL1043,click,0,2024-10-17,
U0266,PL1008,view,0,2025-05-10,
U0329,PL1016,view,0,2024-07-23,
U0487,PL1026,view,0,2024-06-30,
U0423,PL1004,click,0,2024-10-07,
U0380,PL1023,click,0,2024-05-06,
U0431,PL1020,click,0,2025-09-05,
U0059,PL1048,view,0,2025-09-29,
U0377,PL1023,view,0,2025-05-01,
U0370,PL1056,click,0,2025-07-10,
U0187,PL1011,view,0,2024-08-25,
U0146,PL1039,view,0,2024-09-30,
U0422,PL1038,view,0,2025-08-29,
U0140,PL1010,view,0,2025-08-24,
U0233,PL1041,view,0,2024-06-09,
U0349,PL1054,click,0,2024-08-20,
U0092,PL1019,view,0,2024-11-26,
U0025,PL1060,click,0,2025-04-01,
U0051,PL1057,click,0,2024-06-29,
U0084,PL1033,shortlist,0,2024-12-16,
U0117,PL1008,click,0,2025-01-20,
U0354,PL1029,shortlist,0,2025-02-23,
U0313,PL1011,view,0,2024-12-24,
U0456,PL1049,view,0,2024-08-06,
U0420,PL1002,view,0,2024-06-23,
U0395,PL1053,view,0,2025-06-26,
U0430,PL1015,view,0,2024-12-10,
U0193,PL1053,click,0,2024-09-29,
U0102,PL1054,click,0,2025-03-21,
U0120,PL1032,shortlist,0,2025-08-06,
U0254,PL1004,view,0,2024-10-20,
U0033,PL1050,view,0,2024-12-23,
U0395,PL1040,shortlist,0,2025-02-11,
U0382,PL1012,view,0,2025-08-27,
U0491,PL1019,click,0,2025-02-26,
U0096,PL1029,view,0,2025-03-20,
U0286,PL1060,view,0,2025-01-17,
U0077,PL1045,view,0,2024-06-30,
U0457,PL1028,view,0,2024-07-27,
U0108,PL1026,view,0,2024-12-13,
U0192,PL1035,view,0,2024-10-15,
U0096,PL1054,click,0,2024-12-17,
U0357,PL1030,view,0,2024-08-11,
U0243,PL1055,click,0,2025-04-19,
U0291,PL1004,view,0,2025-05-12,
U0283,PL1060,click,0,2024-04-18,
U0479,PL1033,view,0,2024-05-14,
U0131,PL1053,view,0,2024-05-29,
U0091,PL1044,click,0,2025-07-30,
U0244,PL1033,view,0,2024-08-02,
U0192,PL1006,view,0,2024-10-29,
U0372,PL1029,claim_approved,1,2025-09-21,195020.0
U0359,PL1002,click,0,2024-05-25,
U0368,PL1010,view,0,2025-04-11,
U0184,PL1051,view,0,2025-04-07,
U0416,PL1058,click,0,2024-09-05,
U0379,PL1048,click,0,2025-08-14,
U0061,PL1010,shortlist,0,2024-11-08,
U0493,PL1005,click,0,2025-02-18,
U0042,PL1016,view,0,2025-05-09,
U0440,PL1007,click,0,2024-07-25,
U0223,PL1009,view,0,2024-06-18,
U0217,PL1007,view,0,2025-08-27,
U0263,PL1040,shortlist,0,2024-07-06,
U0421,PL1008,view,0,2025-01-11,
U0490,PL1022,view,0,2025-01-29,
U0123,PL1025,view,0,2025-02-28,
U0434,PL1027,view,0,2024-12-02,
U0397,PL1060,view,0,2024-09-13,
U0084,PL1047,click,0,2024-04-18,
U0349,PL1060,click,0,2025-08-11,
U0342,PL1044,view,0,2024-12-23,
U0144,PL1008,click,0,2025-02-11,
U0376,PL1016,view,0,2024-05-16,
U0409,PL1015,view,0,2024-05-13,
U0459,PL1045,view,0,2024-10-08,
U0349,PL1011,view,0,2024-12-19,
U0182,PL1051,view,0,2025-01-01,
U0027,PL1034,view,0,2024-04-21,
U0301,PL1051,view,0,2025-07-29,
U0344,PL1026,view,0,2025-02-02,
U0448,PL1018,view,0,2024-11-16,
U0071,PL1044,view,0,2024-04-25,
U0493,PL1048,click,0,2025-07-01,
U0249,PL1015,view,0,2025-08-19,
U0266,PL1058,view,0,2024-10-10,
U0411,PL1018,click,0,2025-01-11,
U0216,PL1059,view,0,2024-08-27,
U0284,PL1035,shortlist,0,2024-05-08,
U0320,PL1045,click,0,2024-04-09,
U0414,PL1051,click,0,2024-07-26,
U0373,PL1025,shortlist,0,2025-05-11,
U0059,PL1054,click,0,2025-07-20,
U0205,PL1059,click,0,2024-06-26,
U0089,PL1024,click,0,2025-03-07,
U0214,PL1027,click,0,2025-05-13,
U0183,PL1034,view,0,2025-07-27,
U0042,PL1033,view,0,2024-07-14,
U0336,PL1043,shortlist,0,2025-01-16,
U0160,PL1048,view,0,2025-04-29,
U0369,PL1039,view,0,2025-01-03,
U0207,PL1026,view,0,2024-07-19,
U0230,PL1003,click,0,2024-05-04,
U0099,PL1038,view,0,2025-09-02,
U0283,PL1055,view,0,2025-05-03,
U0081,PL1043,view,0,2024-09-07,
U0062,PL1037,click,0,2025-06-12,
U0035,PL1030,click,0,2024-12-20,
U0266,PL1046,click,0,2025-05-14,
U0250,PL1016,view,0,2024-05-03,
U0283,PL1027,view,0,2024-10-22,
U0414,PL1041,view,0,2025-06-29,
U0494,PL1010,click,0,2025-06-27,
U0267,PL1055,view,0,2024-12-21,
U0279,PL1054,view,0,2024-11-30,
U0007,PL1033,view,0,2025-02-22,
U0320,PL1030,click,0,2025-06-17,
U0431,PL1011,view,0,2024-11-01,
U0486,PL1059,view,0,2025-08-06,
U0091,PL1003,view,0,2025-01-04,
U0348,PL1042,view,0,2025-08-21,
U0166,PL1009,view,0,2025-08-25,
U0450,PL1050,view,0,2024-05-19,
U0150,PL1001,view,0,2025-06-20,
U0067,PL1045,view,0,2024-06-28,
U0446,PL1011,view,0,2025-02-24,
U0282,PL1013,click,0,2025-05-17,
U0157,PL1060,shortlist,0,2024-12-22,
U0167,PL1048,view,0,2025-03-02,
U0487,PL1040,click,0,2024-07-13,
U0456,PL1016,shortlist,0,2024-08-03,
U0454,PL1028,view,0,2025-08-13,
U0022,PL1038,click,0,2025-06-12,
U0183,PL1027,click,0,2025-01-05,
U0438,PL1036,view,0,2024-06-16,
U0467,PL1039,view,0,2024-11-27,
U0093,PL1061,click,0,2025-07-24,
U0427,PL1039,click,0,2025-09-04,
U0211,PL1021,view,0,2025-09-10,
U0286,PL1044,view,0,2025-09-18,
U0205,PL1033,view,0,2024-05-20,
U0367,PL1037,view,0,2024-11-14,
U0016,PL1022,view,0,2024-05-27,
U0461,PL1008,view,0,2024-12-20,
U0021,PL1034,click,0,2024-12-14,
U0286,PL1039,view,0,2025-07-20,
U0443,PL1033,click,0,2024-05-19,
U0329,PL1023,view,0,2024-05-18,
U0099,PL1012,view,0,2024-10-25,
U0246,PL1034,click,0,2025-04-09,
U0207,PL1011,view,0,2025-07-05,
U0417,PL1016,click,0,2024-06-02,
U0327,PL1006,view,0,2024-08-19,
U0029,PL1012,view,0,2024-12-14,
U0290,PL1015,click,0,2025-01-19,
U0272,PL1039,view,0,2024-12-25,
U0261,PL1037,view,0,2025-01-30,
U0475,PL1011,view,0,2024-05-03,
U0334,PL1003,view,0,2025-07-23,
U0328,PL1058,click,0,2024-05-16,
U0350,PL1049,view,0,2025-01-20,
U0433,PL1050,shortlist,0,2024-11-09,
U0043,PL1025,view,0,2024-07-27,
U0473,PL1003,shortlist,0,2025-06-16,
U0002,PL1018,click,0,2025-07-05,
U0347,PL1059,view,0,2025-04-29,
U0062,PL1003,view,0,2025-05-24,
U0265,PL1045,view,0,2024-06-19,
U0267,PL1053,view,0,2024-08-14,
U0223,PL1045,click,0,2024-08-25,
U0435,PL1013,click,0,2025-06-14,
U0068,PL1055,view,0,2025-09-12,
U0182,PL1061,view,0,2025-04-17,
U0042,PL1050,view,0,2024-12-01,
U0081,PL1016,click,0,2025-06-16,
U0331,PL1028,shortlist,0,2024-08-25,
U0368,PL1016,view,0,2024-07-03,
U0343,PL1039,view,0,2025-03-07,
U0267,PL1043,view,0,2025-06-10,
U0301,PL1044,click,0,2024-11-17,
U0345,PL1022,view,0,2025-03-19,
U0410,PL1016,view,0,2024-08-01,
U0317,PL1045,view,0,2025-06-16,
U0085,PL1036,view,0,2025-04-25,
U0316,PL1021,view,0,2025-02-05,
U0295,PL1008,click,0,2025-06-17,
U0312,PL1026,view,0,2025-04-09,
U0065,PL1025,view,0,2024-11-19,
U0398,PL1057,view,0,2025-02-03,
U0339,PL1003,view,0,2025-09-25,
U0452,PL1006,click,0,2024-12-29,
U0031,PL1030,view,0,2025-07-16,
U0368,PL1035,shortlist,0,2025-04-15,
U0183,PL1028,view,0,2024-04-16,
U0061,PL1014,click,0,2024-12-04,
U0444,PL1024,view,0,2024-11-03,
U0331,PL1052,click,0,2025-03-05,
U0117,PL1014,view,0,2025-09-30,
U0030,PL1044,view,0,2024-09-25,
U0220,PL1011,click,0,2024-05-31,
U0338,PL1012,view,0,2025-01-23,
U0259,PL1004,view,0,2025-04-25,
U0340,PL1005,click,0,2025-05-14,
U0116,PL1020,view,0,2025-03-14,
U0338,PL1008,view,0,2025-08-10,
U0102,PL1050,click,0,2025-08-14,
U0498,PL1013,view,0,2025-04-13,
U0461,PL1048,view,0,2025-06-29,
U0390,PL1011,click,0,2024-04-09,
U0399,PL1013,click,0,2024-09-09,
U0200,PL1019,view,0,2024-05-21,
U0305,PL1039,click,0,2024-11-18,
U0198,PL1040,view,0,2025-04-05,
U0382,PL1042,click,0,2025-06-11,
U0270,PL1024,view,0,2024-09-25,
U0365,PL1023,click,0,2024-10-16,
U0346,PL1011,view,0,2024-10-23,
U0179,PL1023,click,0,2024-11-19,
U0247,PL1048,view,0,2024-11-05,
U0056,PL1060,click,0,2025-09-07,
U0239,PL1060,view,0,2025-08-15,
U0194,PL1032,shortlist,0,2024-11-25,
U0129,PL1013,view,0,2024-06-05,
U0192,PL1021,view,0,2025-06-06,
U0439,PL1018,click,0,2025-01-03,
U0230,PL1046,click,0,2025-06-19,
U0068,PL1014,view,0,2025-09-02,
U0072,PL1024,click,0,2025-08-20,
U0303,PL1030,view,0,2025-04-26,
U0268,PL1005,view,0,2025-08-23,
U0187,PL1013,view,0,2025-01-18,
U0156,PL1035,click,0,2025-05-18,
U0491,PL1039,click,0,2024-12-09,
U0339,PL1005,click,0,2025-08-19,
U0133,PL1041,view,0,2025-04-27,
U0344,PL1017,view,0,2025-07-27,
U0236,PL1039,view,0,2025-01-10,
U0152,PL1035,click,0,2024-04-17,
U0089,PL1025,view,0,2025-07-31,
U0005,PL1036,click,0,2024-10-26,
U0086,PL1059,view,0,2024-10-26,
U0058,PL1035,click,0,2025-04-05,
U0482,PL1022,click,0,2025-09-12,
U0298,PL1010,click,0,2024-08-10,
U0256,PL1025,view,0,2025-08-20,
U0279,PL1020,view,0,2025-05-24,
U0487,PL1043,click,0,2024-09-08,
U0063,PL1020,view,0,2024-09-25,
U0085,PL1016,view,0,2024-05-03,
U0282,PL1012,view,0,2024-07-21,
U0085,PL1014,view,0,2024-06-02,
U0214,PL1059,click,0,2025-01-21,
U0252,PL1038,view,0,2024-09-27,
U0023,PL1017,view,0,2025-07-22,
U0180,PL1046,view,0,2024-10-28,
U0209,PL1057,view,0,2024-12-31,
U0142,PL1012,shortlist,0,2025-06-26,
U0303,PL1007,view,0,2025-01-30,
U0187,PL1027,claim_denied,0,2025-06-09,856554.0
U0264,PL1046,click,0,2024-08-17,
U0357,PL1010,view,0,2025-08-13,
U0240,PL1008,view,0,2024-05-15,
U0046,PL1021,view,0,2025-01-05,
U0203,PL1033,view,0,2024-12-22,
U0052,PL1008,view,0,2024-04-11,
U0442,PL1015,view,0,2024-07-08,
U0233,PL1022,click,0,2024-06-08,
U0130,PL1049,view,0,2025-06-03,
U0053,PL1010,view,0,2024-07-28,
U0189,PL1033,view,0,2025-06-25,
U0288,PL1057,view,0,2024-08-27,
U0277,PL1005,click,0,2024-06-25,
U0455,PL1029,view,0,2024-05-23,
U0427,PL1046,view,0,2025-08-13,
U0202,PL1036,view,0,2024-04-17,
U0227,PL1009,click,0,2025-08-01,
U0057,PL1025,click,0,2024-06-28,
U0157,PL1054,click,0,2025-09-15,
U0253,PL1017,click,0,2025-04-29,
U0145,PL1028,click,0,2025-03-29,
U0416,PL1035,shortlist,0,2024-05-12,
U0081,PL1048,view,0,2024-07-25,
U0179,PL1058,view,0,2025-02-22,
U0108,PL1005,view,0,2024-11-15,
U0101,PL1038,view,0,2024-09-02,
U0237,PL1036,view,0,2025-03-19,
U0493,PL1011,click,0,2025-01-04,
U0193,PL1057,view,0,2025-04-13,
U0157,PL1029,view,0,2024-11-01,
U0253,PL1057,click,0,2025-09-02,
U0500,PL1023,click,0,2024-04-27,
U0241,PL1058,view,0,2025-03-17,
U0186,PL1027,view,0,2024-06-01,
U0314,PL1037,shortlist,0,2025-04-02,
U0298,PL1040,view,0,2025-05-17,
U0312,PL1009,click,0,2025-03-30,
U0046,PL1013,shortlist,0,2024-08-06,
U0382,PL1043,click,0,2025-09-11,
U0166,PL1005,view,0,2024-06-23,
U0296,PL1012,click,0,2025-03-10,
U0465,PL1011,click,0,2024-07-23,
U0092,PL1003,click,0,2025-09-19,
U0461,PL1060,view,0,2024-05-26,
U0014,PL1006,view,0,2024-11-01,
U0187,PL1009,click,0,2024-06-25,
U0200,PL1053,view,0,2025-09-05,
U0281,PL1025,view,0,2024-09-26,
U0477,PL1028,click,0,2024-08-15,
U0116,PL1060,view,0,2024-10-29,
U0090,PL1013,view,0,2024-04-20,
U0081,PL1031,view,0,2024-09-07,
U0253,PL1022,view,0,2025-06-22,
U0264,PL1042,click,0,2024-10-15,
U0403,PL1031,shortlist,0,2024-12-07,
U0401,PL1016,click,0,2025-07-12,
U0224,PL1025,click,0,2025-06-28,
U0275,PL1048,view,0,2024-04-20,
U0227,PL1042,view,0,2025-07-02,
U0387,PL1002,view,0,2024-04-19,
U0477,PL1013,view,0,2024-09-07,
U0345,PL1044,view,0,2025-06-08,
U0164,PL1026,view,0,2025-06-07,
U0441,PL1002,click,0,2024-09-07,
U0307,PL1036,view,0,2024-12-17,
